Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Storyline,Cost,Income
Swingers,1997,R,96,"https://m.media-amazon.com/images/M/MV5BZjg1ZmViMmEtYzIxNi00MzJlLTk4MDktNTE2ZDkwMzEyMjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi1171299865/1434659607842-pgv4ql-1563827320567.mp4?Expires=1702331235&Signature=awtdBmFeny6L8yQzLGEw2pa~hCvTwGBiQSylgGB72kaRELBhNKpcBofKDJy79qUDDP-TSGNQdDrnq7rfddjSu6NIvD9A-dMW7R8HYNer7O77gPrt8od~I8skPb4nAdnc111YPFAd1WGb0SFTY2lCKtnCx20sIHbZs2V8~6N0s3ec~62MuHe5wIWZyJ1RTICtJbqIm0yGVKFWrW9xPVNi1J7uVjPkLJSf~AoNaWoD75nJqABD7GEeNZZ4Mrbo-5FjFpCxboSWyZqcIgf4U0I8xpEoE1hkMY4MtE~qtwqmEjBPti-Lgvb0z9vTiHmmAQMvu4MQQ8QNViN0BvVthOqWOA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama",7.2,87000,United States,Doug Liman,Jon Favreau,"Vince Vaughn, Heather Graham, Jon Favreau, Ron Livingston, Patrick Van Horn, Alex Désert, Deena Martin, Katherine Kendall, Brooke Langton, Blake Lindsley, Kevin James Kelly, Stephanie Ittleson, Vernon Vaughn, Joan Favreau, Rio Hackford, Caitlyn Tyler Cole, Maddie Corman, Marty & Elayne","A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",200000,4555020
Leaving Las Vegas,1996,R,111,"https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi3960192537/1434659607842-pgv4ql-1594734810157.mp4?Expires=1702331250&Signature=FzTZzRpXXYh~o6kOPe62NnoTwb6byq6x4yyGCx3gpsNrhXe3m7zS1sO~mp~klFw2vMTWrp4XIrBcv2AuBKjtPnAeAEkfodE4BZJBE3yJ-nmG63DGs9dnbHRR1krvpWQkOKOu43rpBxzMiwjUis6uAOyaEce4gyTCtkOu-5kifqh38rVhg7xKdhUKvLO5kni4gw9ah5D3~SkFzJ-4VmpGXi96lvneN9WaGn5kIHETFJaAF~QvHAc3z8Jlc53vE6gcsS858laDZEwNksVzXgdA87e6mPNuh5Go1SKaLWSZQuugpq5dKVYDjpC3o25x5VR6fvsVlgNJLrVko5JyE4~oRg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",7.5,132000,United States,Mike Figgis,"""John OBrien"", Mike Figgis","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber, Kim Adams, Emily Procter, Stuart Regen, Valeria Golino, Graham Beckel, Albert Henderson, Shashi Bhatia, Carey Lowell, Anne Lange, Thomas Kopache, Vincent Ward, Lucinda Jenney, French Stewart","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",3600000,32029928
Sleepers,1996,R,147,"https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3987586585/1434659607842-pgv4ql-1584119024056.mp4?Expires=1702331261&Signature=KYRU0udzVSYgcNOqOO9dQcJae9K~o4XMg8obW6g8OyZ5Ti7HKerdXS0Idj0IzZw6pXwOktDYU4jIeA4In6CH1-6oxEMxuJtQwjkknveqkicK8KFvGi6zdxyUTOqBmZwPEgAaa5cPr4ifv1laWnn~9Lb9iSt4v345SHq8rnL~FHichlOVV2fuypChUpWRq-NcA3PN6soKlwI~cPKNFzUXhCmwnaFf3msvflxpM-yYB5GCoevL6mxZ2YBHBLT5kZpHrH0MC26-tSPliBdwI6msaq14gI-TiNeI9wolh5pcCOZKoeB9YaXZ-jS4SVOVLL0meJ~6o1tFiUNQnQQpIgCEEA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Thriller",7.5,234000,United States,Barry Levinson,"Lorenzo Carcaterra, Barry Levinson","Robert De Niro, Kevin Bacon, Brad Pitt, Jason Patric, Billy Crudup, Ron Eldard, Minnie Driver, Vittorio Gassman, Dustin Hoffman, Terry Kinney, Bruno Kirby, Frank Medrano, Joe Perrino, Brad Renfro, Geoffrey Wigdor, Jonathan Tucker, Peter Appel, Joseph Attanasio","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",44000000,165615285
The Quick and the Dead,1995,R,108,"https://m.media-amazon.com/images/M/MV5BOTI2ZTZmMmItMmM3YS00ZjUwLWJiODMtMmRjMWM4NDE0OWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi3858235673/1434659607842-pgv4ql-1564184189742.mp4?Expires=1702331273&Signature=htYpD6kiQaKYtOJCm7rWLF7cOhNFuouwCyW9Gdr7pap~UOmiGrp43U8q2xiYTux-MUptUKH9YGRYKQ3eSkElgtFbiOXTS-GrZHvxlhZxqlZqye15Rxp22hXO3oIC5raH~hkbBtIJ~nJEc7YrMo8HCOi7BDBrGpP2stV0rXIIUAJMZp9luXkdSFjezCRdZOmZaOiPubzTOycgwQ6Syx7bdurVBeX7ust6~TAbwDeZGjzws6GZSoFcMjejvCNqaC4q0mpNp70Lkah9E0~Qq~FTXmYpRk9iA8MEfbMgktH97xgE1zHNVENHGcUBcmhikyAQMrtiWFMmqiWmfhZqCSlcNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Drama, Romance",6.5,101000,United States,Sam Raimi,Simon Moore,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio, Tobin Bell, Roberts Blossom, Kevin Conway, Keith David, Lance Henriksen, Pat Hingle, Gary Sinise, Mark Boone Junior, Olivia Burnette, Fay Masterson, Raynor Scheine, Woody Strode, Jerry Swindall, Scott Spiegel","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",32000000,18636537
Waterworld,1995,PG-13,135,"https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi1341915417/1434659607842-pgv4ql-1563746842616.mp4?Expires=1702331285&Signature=hnPJKtMEHhl7vHy6wPi0jc3AUvzZvrBB7TbuND7hL6f-dr8Px32Ke0PjjpnDpu9k0T~r1uwgPM-HThgLgrkQZMTJNp~dl3SPKB-x-ZxMM5qY2KuJs1HGGnPhttJi4fPlVgkVs04vNzt8ZcPZp-3IU4JpzVMZGkbNR27gdNBvw1VJPCGHSbthu60F0mlNw9vmbOQfA33VIz0zUyisCIg2GM7TWR5maqZV0uyJ-hR-AG1RU5miZe9JoqjqDdHGrOoW7Kc~Dk5GxMlvNVIrYw~-PUYzPBqPmb75usmRvf5RRV43n2JW3WAC6maIRhLs4chwFL7R~965havlA0FdEhQ39g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Adventure, Sci-Fi",6.3,207000,United States,Kevin Reynolds,"Peter Rader, David Twohy","Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino, Chaim Jeraffi, Rick Aviles, R.D. Call, Zitto Kazann, Leonardo Cimino, Zakes Mokae, ""Luke Kaili Jr."", Anthony DeMasters, Willy Petrovic, Jack Kehler, Lanny Flaherty, Robert A. Silverman, Gerard Murphy, Sab Shimono","In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",175000000,264218220
Empire Records,1995,PG-13,90,"https://m.media-amazon.com/images/M/MV5BMjExMmQ1NmItOWEyOC00NzZjLWE0NWItNmE1NmNkY2NmODk5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi10813721/1434659607842-pgv4ql-1564469272687.mp4?Expires=1702331297&Signature=bnGZYzQkk2wjwrK6xMrdqZaKKkxaLtty-88ipS6Eq6SgyGtHbz7OHLgamPuyTk1fKvfglxImNWa19O~EC8wgMUF4p9M228WOIGKkQDBSLQczw4KOVy07V19X8NEMRbIl7NvNrxk~vB4ICSrR~tFQUchviRAXA2M2w0BkBCOPOs3-4ZdgxTlWYB4So3VuxaGoHeQ1gPa-TwqV5BlWa~HqNo9DQaZEcjo2vWxgONMl8-7hmz62vUmMAcFxoZ6zOZHRiaxiI8K2sKx6wSEhgjQFQD1ZaFhd3O2u5q3rrpSwOXu1JuDXSz5BrABSUeLdYwhsnWHQvObYyt9gMcT0vu5p5w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Music",6.7,60000,United States,Allan Moyle,Carol Heikkinen,"Anthony LaPaglia, Debi Mazar, Maxwell Caulfield, Rory Cochrane, Johnny Whitworth, Robin Tunney, Renée Zellweger, Ethan Embry, Coyote Shivers, Brendan Sexton III, Liv Tyler, ""James Kimo Wills"", Ben Bode, Gary Bolen, Kimber Sissons, Tony Zaar, Patt Noday, Julia Deane",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,,273188
Sense and Sensibility,1996,PG,136,"https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi3393634073/1434659607842-pgv4ql-1581602909570.mp4?Expires=1702331311&Signature=HyR3-kAmUQRfRE839c5goOcIuahrEexGER7YEa7ACUonuT6Bf4LEZdYrNZvfYxnpxSC8KZUbk5U8BVoJ8aCiMHvFzhGE0UcwPc7e183dh0xrQ7q4V7j~s4pPYhkQ-wTW-jbBgGdKIdBaiXTX5eof5izCSv4SDAN9BIDzpgvAnFuyq2JbdSPYpLB0HUGSPTYi8Xdw~4UFPmAfAFoRu1aiiTUuL6tsU6HFqWzqjcr5QlaYpuCsFKvWv20f67kxjQ9~3Ao0io0vsUDFKfUr~jy~5dXVLGkKpDsDKojuid7Dqn7vfeMSg8AKBvaSsATUr0gh22h3mxKcKi1MrlgeK5uh4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",7.7,123000,United States,Ang Lee,"Jane Austen, Emma Thompson","Emma Thompson, Kate Winslet, James Fleet, Tom Wilkinson, Harriet Walter, Gemma Jones, Hugh Grant, Myriam Emilie Francois, Elizabeth Spriggs, Robert Hardy, Ian Brimble, Isabelle Amyes, Alan Rickman, Greg Wise, Alexander John, Imelda Staunton, Imogen Stubbs, Hugh Laurie","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",16000000,134582776
Bad Boys,1995,R,119,"https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi2344091929/1434659607842-pgv4ql-1564483820466.mp4?Expires=1702331322&Signature=eSASq1zBbNGFYAb1xHb2n8nRjS5~9GrTma-6NvlyXKyIYOilHVKvF-K5oqiByTRfxQHSPhfrsz8NzToUhQZfuVFkfAVMGUnxlL~HlCLj8k-wPQRzg88nbYiZw-Jby9MFgkHKDCtup6pAzgA2U86UDqTcU~-PMAob2lwG02isGx~pdY0UHfZnUJgmsXaC~uEjzy91mju-uzFqRUzM0b9DdlFLJWd5i~~LjIOhtwiSUXJc9P6gvOQybZEw4CaZe9m1XuHCMp2xNLoTh23oQS~nG6DwJBtJKjmWvOEXsIFVe7miLqIgbww8ukK7K-jO8UyYofbaFQ1Qm83JHqq9qdoPUQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Crime",6.8,281000,United States,Michael Bay,"George Gallo, Michael Barrie, Jim Mulholland","Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo, Marc Macaulay, Ralph Gonzalez, Vic Manni, Frank John Hughes, Mike Kirton, Will Knickerbocker, Theresa Randle, Tiffany Samuels, Cory Hodges, Scott Cumberbatch, Anna Thomson, Joey Romano",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,19000000,141407024
Apollo 13,1995,PG,140,"https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",https://imdb-video.media-imdb.com/vi1605828889/1434659607842-pgv4ql-1564068201471.mp4?Expires=1702331334&Signature=Kla~Q2lbwCCXahgzlhf12ohWiByvkY47K3vwl4HLWQBUqdPzp1VCFqWxoovmKROVslC-dvOM6OZY4qEQtMowKiDdBO5EkSejjZUsnjys1qVGzNMk21l46zyvecPo3jw8UKAQ-9FRsJ47TWsBJBjfWd15u1KUPZm5TX462pQmEnlDuuNdmhBoE11mSWbU6JF6P60G~277SeTATxI435XbM1jU~FT60duJ0Wg6dp0T3zbVylv1KMdvzertHN1kyRqofWgEI0WDFzxZAl4JQpWzUi1XMgqWXIjV9ENuglJH3dY7Re48tpkyI0w8WkkBZhq6p9oT3Lbv0afzMNLVwHcoRQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Adventure, Drama, History",7.7,310000,United States,Ron Howard,"Jim Lovell, Jeffrey Kluger, William Broyles Jr.","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, Mary Kate Schellhardt, Emily Ann Lloyd, Miko Hughes, Max Elliott Slade, Jean Speegle Howard, Tracy Reiner, David Andrews, Michele Little, Chris Ellis, Joe Spano, Xander Berkeley, Marc McClure",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,52000000,355237933
La haine,1996,Not Rated,98,"https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi1231338009/1434659607842-pgv4ql-1549983204504.mp4?Expires=1702331345&Signature=nbC437~eNv5UFZOPbElBXN5sxrGcIVS2jJo1pJDPPckk1kR5pHttWQaMHoT46C~z5SNrNviVSDsUn22McchzFZ~rrwy3S7reUasIb4WNkb4IeLwvxyYzF5Re-QMA2KCmJuDCfEEXs0A5UE~E4sg1p5nyy09ML7q3gVNzIeExmSeNTOWdCZ6wgb4B-5GJmP76Y2neONUvR7F4Hlxofr6SFdAZ8A~-raqonAhc0FX91hL2hwEEUHrThGSTGdIGp18F5gQeA0KJVdWsw5q2oVsd3Hi-igw6SaZFciKdxxQk0ZWgmgBqnF8uqxT1aS0ONPbDGKe1rt3MKPQVGZP10u3ksg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama",8.1,190000,France,Mathieu Kassovitz,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili, Solo, Joseph Momo, Héloïse Rauth, Rywka Wajsbrot, Olga Abrego, Laurent Labasse, Choukri Gabteni, Nabil Ben Mhamed, Benoît Magimel, Médard Niang, Arash Mansour, Abdel-Moulah Boujdouni, Mathilde Vitry, Christian Moro",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,2590000,412914
Species,1995,R,108,"https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi648200985/1434659607842-pgv4ql-1632137820388.mp4?Expires=1702331356&Signature=VDcR0VdVOfKnueJ5gNnN0~lg8mpmnSM3LAsE3HojxvuAw~eVPzqEMvsHvHrWmzkHxNln~vdQre6bbS0khxmhmwWIrxzDBfUeotynMGPB7BvWmX0rek8mt0TEAeo03obVPU8SwzEd2rwGfxROUa~TMj2crV~hNRgK6JtYi0ROtrmx6ZsXEpuKJATuK3v639abc2x20hU1WYcxiF7tdFODBKjPEcSliIrrx~dD2r9dDucKvcgwJtEaptfYcJ4DKUJtct9BoDpa9eBfpGAVcVy8lujt6d2RUBinbICpeAkeyCbEW2JhxvTjCZtITQRPMJM4XUH1oi9z5ppbTYNYBUTESA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Horror, Sci-Fi",5.9,84000,United States,Roger Donaldson,Dennis Feldman,"Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina, Forest Whitaker, Marg Helgenberger, Michelle Williams, Jordan Lund, Don Fischer, Scott McKenna, Virginia Morris, Jayne Luke, David K. Schroeder, David Jensen, Esther Scott, Shirley Prestia, William Utay, David Selburg",A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,35000000,113374103
Fallen Angels,1998,Not Rated,99,"https://m.media-amazon.com/images/M/MV5BMTc3NzI0MzQ3M15BMl5BanBnXkFtZTcwMzA0MDMzNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Comedy, Crime, Drama",7.6,48000,Hong Kong,Kar-Wai Wong,Kar-Wai Wong,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung, Karen Mok, Fai-Hung Chan, Man-Lei Chan, Toru Saito, To-Hoi Kong, Lee-Na Kwan, Yuhao Wu","This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",,251164
Ghost in the Shell,1996,TV-MA,83,"https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi497074969/1434659607842-pgv4ql-1631907711754.mp4?Expires=1702331373&Signature=X7CmCtsckCPL7BTm5Z4ZXTulFHUSQahVeyjgJbolua9wFgWQAbTNYk7aHtAwQlgvPDPzfwejX6nidiLuM1zNbYGOmcFYrNGXZpZF1weMaXYwCg0rb-v6MPcxAJAs~SuOW2NEXn0SdxhMdHrBp1NrlW8CFvsy1KAJttzlrXg4PkM-odtXjiyhNSw46v2BcmlszauzWG~bfEFHnyP4XRZbJmisi~tpuvjKVqC1zxLLVRO96ckITc7pkUbq9ytiucWdtvKOqlCa~mkrFIL766MR6zq1qlZAE~ikBsEP0TPfia1l95uSRY0JY94DM8VVDDzE0780JIURDFxg1KYQ46ARNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Animation, Action, Crime",7.9,153000,Japan,Mamoru Oshii,"Shirow Masamune, Kazunori Itô","Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera, Yutaka Nakano, Tamio Ôki, Tesshô Genda, Namaki Masakazu, Masato Yamanouchi, Shinji Ogawa, Mitsuru Miyamoto, Kazuhiro Yamaji, Shigeru Chiba, Hiroshi Yanaka, Ginzô Matsuo, Takashi Matsuyama, Sanryô Odaka, Masamichi Satô",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,330000000,918738
That Thing You Do!,1996,PG,108,"https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi881721625/1434659607842-pgv4ql-1563505829866.mp4?Expires=1702331386&Signature=C8zmGiSIJu6bDC5KLkdotYKTWZFfIWAs-~NPnrh7G~HVxrdWGMKZ1PhCT~ETmv5ZxFKn-rx~RyUVjhsd6nrfLMKxnXBOY2SaRA3sM0vL5wW14P0J0K4L9eYYpR6BdF-5geo2rKP9ZRne2IEjUXpEgQquYPuf6wzLjY~dgJjrdd8EV-JfaFyvY3pgAxSD7KhpXgJGFSSPdP-NBAYPvDKOilO8nnbZJWCiJGuqBPQlwAZunru-RI89fZoyYsRB~fMo42zR~cNVTyE36B-iW8MI-vPceVho3aTXrx7uFkGGjHP38eLgWuQj4x06X5f3U2pTat3Fuis0gmcfPxk-sgVKSQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Music",7.0,73000,United States,Tom Hanks,Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron, Tom Everett Scott, Johnathon Schaech, Steve Zahn, Ethan Embry, Obba Babatundé, Giovanni Ribisi, Chris Ellis, Alex Rocco, Bill Cobbs, Peter Scolari, Rita Wilson, Chris Isaak, Kevin Pollak, Robert Torti, Chaille Percival","A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",26000000,34585416
Jack,1996,PG-13,113,"https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR4,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3220617753/1434659607842-pgv4ql-1541637183257.mp4?Expires=1702331399&Signature=YVUktHtE5amwt9qG3n329bqFZ6lvFK5LuRpPit6Xl3-jW0ojhN6LfV8ynVvPuOrbh1JT3ItlUzOdbNDeQMcEvQb-gczprr6m16w-Khr9ei-FQC8zwI~Kx4ZcLK0nSbCBrk1M-202zz8Ik3uippXyGAUHIaPnueWX~ajrYNIkmxjlaapqcLqKVVddxLi156PuGsOGF9Rf1muazOHRSZV2ib~FFK-V~CzqkBhWCD-OqL7XwPb84oRfkz0r74e29fMzr5FxqKJS-mSKVAJKqF386381lRkGkTgWnYp5gGAFnBE6tWDQCeoYjel122PuB4MhnWbhDC8WgiUCLgwH21zyoA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Fantasy",5.8,63000,United States,Francis Ford Coppola,"James DeMonaco, Gary Nadeau","Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher, Adam Zolotin, Todd Bosley, Seth Smith, Mario Yedidia, Jer Adrianne Lelliott, Jurnee Smollett, Dani Faith, Hugo Hernandez, ""Rickey DShon Collins"", Michael McKean, Edward Lynch, Don Novello","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",45000000,58620973
Bound,1996,R,109,"https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi2763718937/1434659607842-pgv4ql-1563928416845.mp4?Expires=1702331410&Signature=o9KdHGlDZJcVNCftYbHmyQ-u~PrfI6Enb3PZUtcBLlqEsv-A9J5k0bihPhWKnYgEeQflLGHxzhHv1Yho8DpzhOpWHE1sidjkYLub-rNPWx~iHUXu3dBlZmmI3gzDG3JecKxhKGpayVNN5wNCfQs5Wl8nBQPV22uZOFSQXmVgjPnQQOEuITIQOJlF5pNyZZzgyWL~sGxHoOurFiC1EONby5zhBT-jqF6Yph0E-pUTnphmPmhUy-cNpR5n0eIluknpK3vAsyVWIKW-Naln2hQV2QEvmY2kEbMibIZSs1IeGnaXmoI1vLgwW0MD2OhiJZ2WG75QD4jYd6MnWN27s085Ag__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Thriller",7.3,60000,United States,Lana Wachowski,"Lilly Wachowski, Lilly Wachowski, Lana Wachowski","Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan, Christopher Meloni, Richard C. Sarafian, Mary Mara, Susie Bright, Margaret Smith, Barry Kivel, Peter Spellos, Ivan Kane, Kevin Michael Richardson, Gene Borkan",Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,4500000,3802260
The American President,1995,PG-13,114,"https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi2626552089/1434659607842-pgv4ql-1564057231689.mp4?Expires=1702331421&Signature=cBEWR3d0kiszhQ0MV8bW0hC7XS-Nvgtcgco~oPuuZ2FsjN5diftxI2TmF5j35pNuwhlTZRXYv9yUqzA5UF63hyp9esCwobmkUz9dKSZn~I00GnZOEfpPFeW230Y1DVvbPKDAPYolLpQVkfT2SMlUUvi0qUJoX0VSc~07~SmbqX9~wLk9uLpI9S57-T32owKgBKUQjNSKCp1viB2jdaVP171UBdKlA5x28CBSLD9dVJH-NSltZaS~sGyzmVRMSTle503A4cTTzKtwYBqpIEoZbYKJ7RbL20vSgIhT7HtAYY80r-Bw6fERGxiWJ-oOT592nfZU8eDcvFRJ069aYMdCfQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",6.8,60000,United States,Rob Reiner,Aaron Sorkin,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith, Samantha Mathis, Shawna Waldron, David Paymer, Anne Haney, Richard Dreyfuss, Nina Siemaszko, Wendie Malick, Beau Billingslea, Gail Strickland, Joshua Malina, Clement von Franckenstein, Efrat Lavie, John Mahoney","A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.",62000000,107879496
