Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide
Humor Me,2018,,93,https://m.media-amazon.com/images/M/MV5BNDdlODg4MWMtYzRmYy00OGU0LWFkYWItYjliZWM5MTE5NDBmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,https://www.imdb.com/video/vi778156057/,['Comedy'],6.1,1367,['United States'],['Sam Hoffman'],['Sam Hoffman'],"['Joey Slotnick', 'Bernie McInerney', 'Elliott Gould']","With an interminable case of writer&apos;s block and a personal family crisis, playwright Nate is forced to move into his father&apos;s retirement community.",,"$40,099","$3,342","$40,099"
Budapest Noir,2017,,95,https://m.media-amazon.com/images/M/MV5BYTM5NDFkNzAtYzMzMS00ODA5LWEzODYtNGU1Mzk5NWJlNDJkXkEyXkFqcGdeQXVyMzM0MzYyMA@@._V1_.jpg,,"['Crime', 'Drama', 'History']",6.1,1860,['Hungary'],['Éva Gárdos'],"['Vilmos Kondor', 'András Szekér']","['Krisztián Kolovratnik', 'Réka Tenki', 'János Kulka']","A murder mystery set in Budapest, 1936. Just as Hungary was preparing to allign itself with Hitler, a young beautiful girl is found dead and no one wants to investigate - except Gordon a crime reporter who has a gut feeling that t...","HUF 897,382,877 (estimated)",,,"$283,704"
Zjednoczone stany milosci,2016,,106,https://m.media-amazon.com/images/M/MV5BYzIyYTA1M2ItMGRiZC00ZjE5LTljOTctOGI4OTMwODAxMmY4XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg,,['Drama'],6.1,1861,"['Poland', 'Sweden']",['Tomasz Wasilewski'],['Tomasz Wasilewski'],"['Julia Kijowska', 'Magdalena Cielecka', 'Dorota Kolak']","Poland, 1990. The first euphoric year of freedom, but also of uncertainty for the future. Four apparently happy women of different ages decide it&apos;s time to change their lives, and fulfill their desires.",,,,"$222,482"
Mi gran noche,2015,Not Rated,100,https://m.media-amazon.com/images/M/MV5BMjM5OTE5ODU1NV5BMl5BanBnXkFtZTgwMjE4OTE4NzE@._V1_.jpg,https://www.imdb.com/video/vi592165657/,"['Comedy', 'Romance']",6.1,4736,['Spain'],['Álex de la Iglesia'],"['Jorge Guerricaechevarría', 'Álex de la Iglesia']","['Raphael', 'Mario Casas', 'Pepón Nieto']","During the never-ending TV taping for a New Year&apos;s Eve program, peoples personal lives clash and eventually explode out into the open.","€4,000,000 (estimated)",,,"$2,678,216"
Kabali,2016,Not Rated,153,https://m.media-amazon.com/images/M/MV5BYmY3MWIzMDgtMjFiMi00NTFjLWFlZWQtMjlhOThiNjEyNWU4XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,https://www.imdb.com/video/vi3055400985/,"['Action', 'Crime', 'Drama']",6.1,13980,['India'],['Pa. Ranjith'],"['Mohan Nair', 'Pa. Ranjith']","['Rajinikanth', 'Winston Chao', 'Radhika Apte']",A reformed gangster is released from prison and attempts to protect his family from his enemies.,"₹1,250,000,000 (estimated)","$3,903,095","$2,157,621","$4,388,789"
The Preppie Connection,2016,R,95,https://m.media-amazon.com/images/M/MV5BMjJmYzc5ODMtYTRiYS00MTcyLTgyZWUtMjU1ZDliODQ1YjBkXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_.jpg,https://www.imdb.com/video/vi1295103257/,"['Crime', 'Drama']",6.1,3856,"['Puerto Rico', 'United States']",['Joseph Castelo'],"['Joseph Castelo', 'Ashley Rudden']","['Thomas Mann', 'Lucy Fry', 'Logan Huffman']",A student at a private school uses his connections to establish a drug trafficking network there.,,"$11,558","$5,576","$11,558"
Hermosa juventud,2014,,102,https://m.media-amazon.com/images/M/MV5BMTQ2Mzk5OTYyNl5BMl5BanBnXkFtZTgwMzMxNzk3MTE@._V1_.jpg,https://www.imdb.com/video/vi4134582809/,"['Drama', 'Romance']",6.1,1309,"['Spain', 'France']",['Jaime Rosales'],"['Jaime Rosales', 'Enric Rufas']","['Ingrid García Jonsson', 'Karlos Sastre', 'Inma Nieto']","Natalia and Carlos, both aged 20, are in love and struggling to survive in today&apos;s Spain. Their limited resources prevent them from getting ahead as they&apos;d like to. They have no great ambitions because they have no great hopes. To...","€450,000 (estimated)",,,"$115,132"
Siccîn 3: Cürmü Ask,2016,C16,110,https://m.media-amazon.com/images/M/MV5BMzYyYWE2OWUtMmJlZS00YjNhLTgwYzgtZWZlYzU2NjAyZWMyXkEyXkFqcGdeQXVyMjQzMDU1Njc@._V1_.jpg,,['Horror'],6.1,2983,['Turkey'],['Alper Mestçi'],"['Bekir Acar', 'Alper Mestçi']","['Büsra Ayaydin', 'Elif Baysal', 'Nevin Efe']",Three infant friends are separated by a terrible accident but are reunited years later.,,,,"$963,763"
Xi hong shi shou fu,2018,,118,https://m.media-amazon.com/images/M/MV5BNzIxMzM2MTgtODgxZi00Mjc4LWJmY2QtNWY2ZDA3ZTc0OTU2XkEyXkFqcGdeQXVyMzY5NTQyMg@@._V1_.jpg,,['Comedy'],6.1,2522,['China'],"['Da-Mo Peng', 'Fei Yan']","['Da-Mo Peng', 'Fei Yan', 'Bingbao Lin']","['Teng Shen', 'Vivian Sung', 'Lun Ai']","A pathetic minor league Soccer Goalkeeper was given a task - to spend 1 Billion in thirty days, if successful he will get 30 Billion. However, he&apos;s not allowed to tell anyone about the task and he must not own any valuables by end...","CN¥150,000,000 (estimated)",,,"$366,961,907"
Thinspiration,2014,TV-14,84,https://m.media-amazon.com/images/M/MV5BMTU2Njk4NzMwOV5BMl5BanBnXkFtZTgwNjQzNjM3MTE@._V1_.jpg,,"['Biography', 'Drama']",6.1,1386,['United States'],['Tara Miele'],['Tara Miele'],"['Laura Wiggins', 'Izabella Miko', 'Callie Thorne']","A 17-year-old dancer joins a &quot;thinspiration&quot; website and devotes herself to the almost religious glorification of &quot;thin&quot;, until she becomes completely possessed by the dark world of anorexia.",,,,
La propera pell,2016,TV-MA,103,https://m.media-amazon.com/images/M/MV5BZWFjMTc3NDctNWI5Mi00NmY2LWJhYjItZDJkY2IwZjcxNDUzXkEyXkFqcGdeQXVyNjgyMDc4MDU@._V1_.jpg,https://www.imdb.com/video/vi2066725401/,"['Drama', 'Mystery', 'Thriller']",6.1,2073,"['Spain', 'Switzerland']","['Isa Campo', 'Isaki Lacuesta']","['Isa Campo', 'Isaki Lacuesta', 'Fran Araújo']","['Àlex Monner', 'Emma Suárez', 'Sergi López']","A teenager who went missing and was presumed dead returns home after eight years to find a family deeply affected by his disappearance. Gradually, doubts arise about whether he really is the missing boy or an impostor.",,,,"$159,020"
Buddymoon,2016,Not Rated,80,https://m.media-amazon.com/images/M/MV5BMTA5NjAxNTAyNzJeQTJeQWpwZ15BbWU4MDAxMTMxODAy._V1_.jpg,https://www.imdb.com/video/vi2697704473/,['Comedy'],6.1,1492,['United States'],['Alex Simmons'],"['Flula Borg', 'David Giuntoli', 'Alex Simmons']","['David Giuntoli', 'Flula Borg', 'Claire Coffee']","When a former child actor is dumped by his fiancé days before the wedding, his excitable German best man takes him on the honeymoon instead: a backcountry trek in the remote mountains of Oregon.",,,,
Re loca,2018,,94,https://m.media-amazon.com/images/M/MV5BYTFiOThjYzktNDVlNy00MjJlLThkODMtYmZiYmYzMDhmNjQzXkEyXkFqcGdeQXVyNDk3OTg1Mw@@._V1_.jpg,https://www.imdb.com/video/vi3859594009/,['Comedy'],6.1,1166,['Argentina'],['Martino Zaidelis'],"['Andrés Aloi', 'Diego Ayala', 'Sebastián De Caro']","['Natalia Oreiro', 'Fernán Mirás', 'Diego Torres']","A woman in her 40s feels stuck in a routine with her career and her love life. She decides to change things a bit, but the ritual she tries has consequences that will turn her life upside-down.",,,,"$2,875,230"
Metti la nonna in freezer,2018,,100,https://m.media-amazon.com/images/M/MV5BNDczY2RiNjQtZmE2Ny00MDU4LWExZjQtNjMyOGJkNWFhNGFlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,https://www.imdb.com/video/vi954514201/,['Comedy'],6.1,2641,['Italy'],"['Giancarlo Fontana', 'Giuseppe Stasi']","['Fabio Bonifacci', 'Nicola Giuliano']","['Fabio De Luigi', 'Miriam Leone', 'Lucia Ocone']","Simone, a clumsy financier, falls in love with Claudia, who&apos;s living on her grandma&apos;s retirement checks. When the old lady dies Claudia hides the body in a freezer, and sets up a fraud with the help of some friends to avoid bankru...",,,,"$4,014,383"
Paayum Puli,2015,Not Rated,135,https://m.media-amazon.com/images/M/MV5BZmU0NzUyN2QtOThmNC00YzcwLWE5MmEtM2E2YTE4N2I0ZDYzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,https://www.imdb.com/video/vi729528345/,"['Action', 'Crime', 'Thriller']",6.1,1017,['India'],['Suseenthiran'],"['Suseenthiran', 'Arun Balaji', 'Amudeshver']","['Vishal', 'Kajal Aggarwal', 'Samuthirakani']",A cop mistakenly believes that taking out three thugs will end Madurai&apos;s crime wave.,"₹250,000,000 (estimated)",,,"$253,674"
The Pig,2018,,104,https://m.media-amazon.com/images/M/MV5BODlkNTlkODAtZmI0NS00MjUwLWEwNTktNTdjZGNjMTk2NmY2XkEyXkFqcGdeQXVyMjQ1OTkyNzA@._V1_.jpg,,"['Comedy', 'Crime', 'Drama']",6.1,2227,['Iran'],['Mani Haghighi'],['Mani Haghighi'],"['Mohammad Hassan Madjooni', 'Leila Hatami', 'Leili Rashidi']","Iranian directors are getting slaughtered by an unknown serial killer and a blacklisted director, Hasan Kasmai, is curious about only one thing: Why isn&apos;t the killer after him?",,,,"$24,666"
Amnesia,2015,,96,https://m.media-amazon.com/images/M/MV5BMjE2NzE5MzctYmUzMS00OTVmLWE0M2EtNjJiN2IxOTE5NTI4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg,https://www.imdb.com/video/vi3307845657/,['Drama'],6.1,1196,"['Switzerland', 'France']",['Barbet Schroeder'],"['Emilie Bickerton', 'Peter F. Steinbach', 'Susan Hoffman']","['Marthe Keller', 'Max Riemelt', 'Bruno Ganz']","Jo has come to Ibiza to be a DJ in the club Amnesia. He befriends a solitary woman who&apos;s trying to forget her past. As Jo draws her into techno music, Martha puts everything she had previously lived by into question.",,"$8,700","$1,202","$8,700"
Kazantzakis,2017,,120,https://m.media-amazon.com/images/M/MV5BZDE3M2E2MDctYWI1OS00MGQ1LThmZmEtMGIwOTMxZmFiMzIxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_.jpg,,['Biography'],6.1,1886,"['Greece', 'France']",['Yannis Smaragdis'],['Yannis Smaragdis'],"['Odysseas Papaspiliopoulos', 'Marina Kalogirou', 'Thodoris Atheridis']",Biographical film of the life of the Greek writer Nikos Kazantzakis.,,,,"$1,944,344"
Le confessioni,2016,,108,https://m.media-amazon.com/images/M/MV5BN2NjYTU5MzgtZjQzOC00ZTczLThiNTgtMTFlZTZhY2ZkMjFhXkEyXkFqcGdeQXVyMjQ5MDE2NzE@._V1_.jpg,https://www.imdb.com/video/vi622835737/,"['Drama', 'Mystery', 'Thriller']",6.1,1902,"['Italy', 'France']",['Roberto Andò'],"['Roberto Andò', 'Angelo Pasquini']","['Toni Servillo', 'Daniel Auteuil', 'Pierfrancesco Favino']",Ministers from the G8 countries meet in Germany to decide on a secret plan affecting many countries. IMF director Roché has invited a monk for his confession. Roché&apos;s later found dead. Is it murder or suicide? Did he reveal the plan?,,,,"$1,859,604"
Girl Asleep,2016,TV-MA,77,https://m.media-amazon.com/images/M/MV5BMTA0MjczMDgzMjZeQTJeQWpwZ15BbWU4MDU3OTk2Nzkx._V1_.jpg,https://www.imdb.com/video/vi3393959705/,"['Comedy', 'Family', 'Fantasy']",6.1,2833,['Australia'],['Rosemary Myers'],['Matthew Whittet'],"['Bethany Whitmore', 'Harrison Feldman', 'Amber McMahon']","The world is closing in on Greta Driscoll. On the cusp of turning fifteen she can&apos;t bear to leave her childhood, it contains all the things that give her comfort in this incomprehensible new world.","A$1,500,000 (estimated)","$60,289","$2,567","$64,056"
Pojkarna,2016,Not Rated,106,https://m.media-amazon.com/images/M/MV5BMTc4M2RlNDgtODg0Yy00MzFmLThkNWQtMjRmM2MyYWQ5ZDNlXkEyXkFqcGdeQXVyMTc0MTI0MjE@._V1_.jpg,https://www.imdb.com/video/vi826982681/,"['Crime', 'Drama', 'Fantasy']",6.1,1301,"['Sweden', 'Finland']",['Alexandra-Therese Keining'],"['Alexandra-Therese Keining', 'Jessica Schiefauer']","['Tuva Jagell', 'Emrik Öhlander', 'Louise Nyvall']",Nectar from a magic flower allows three girls to live as boys for a while.,"€2,000,000 (estimated)",,,"$3,561"
Bird People,2014,Unrated,127,https://m.media-amazon.com/images/M/MV5BMjMxMjEzNzE1Ml5BMl5BanBnXkFtZTgwMjk3ODg0MjE@._V1_.jpg,https://www.imdb.com/video/vi736082457/,"['Drama', 'Fantasy', 'Romance']",6.1,3236,['France'],['Pascale Ferran'],"['Guillaume Bréaud', 'Pascale Ferran']","['Josh Charles', 'Anaïs Demoustier', 'Roschdy Zem']","In an airport hotel on the outskirts of Paris, a Silicon Valley engineer abruptly chucks his job, breaks things off with his wife, and holes up in his room. Soon, fate draws him and a young French maid together.","€6,500,000 (estimated)","$32,111","$7,443","$866,211"
Morto Não Fala,2019,Not Rated,110,https://m.media-amazon.com/images/M/MV5BZjdmZmVjOTEtMzExZC00YzQ0LWIxMzgtZmM5ZjMyYTYzNjJjXkEyXkFqcGdeQXVyNDEyNjEzOTg@._V1_.jpg,https://www.imdb.com/video/vi2984623897/,"['Horror', 'Mystery', 'Thriller']",6.1,2433,['Brazil'],['Dennison Ramalho'],"['Cláudia Jouvin', 'Dennison Ramalho', 'Marco de Castro']","['Daniel de Oliveira', 'Fabiula Nascimento', 'Bianca Comparato']","Stênio, the nightshifter of a morgue, has the ability to communicate with the cadavers that are brought to him every night.","R$3,377,000 (estimated)",,,"$172,220"
Los héroes del mal,2016,,98,https://m.media-amazon.com/images/M/MV5BMjFhNmMwNzYtMzBjMC00NGM5LTkzNzYtMWZlODBiMzk1N2NjXkEyXkFqcGdeQXVyNDg4MjMyOTI@._V1_.jpg,https://www.imdb.com/video/vi115522073/,"['Crime', 'Drama', 'Thriller']",6.1,1109,['Spain'],['Zoe Berriatúa'],['Zoe Berriatúa'],"['Emilio Palacios', 'Jorge Clemente', 'Beatriz Medina']","Three teenagers, brought together by bullying, indulge in petty theft, sex and drugs. They inevitably realize they can resort to violence to take revenge on everyone who has humiliated them: students, teachers and other outcasts. ...",,,,"$9,164"
Jalouse,2017,,107,https://m.media-amazon.com/images/M/MV5BNjAxZWZlYjMtNDliYi00NWYzLTlhNDMtODc5NjZhZTk0ODc5XkEyXkFqcGdeQXVyMjA3NTk5Ng@@._V1_.jpg,,"['Comedy', 'Drama']",6.1,1546,['France'],"['David Foenkinos', 'Stéphane Foenkinos']","['David Foenkinos', 'Stéphane Foenkinos']","['Karin Viard', 'Dara Tombroff', 'Anne Dorval']","A divorced teacher suddenly becomes jealous of everyone, including her daughter, friends and neighbors.",,,,"$6,497,695"
Cézanne et moi,2016,R,117,https://m.media-amazon.com/images/M/MV5BYzVlYmE1ZTUtMDZkNC00YTQ2LTg1YjgtYmUzNzE0ZDFlMmE5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,https://www.imdb.com/video/vi2849749529/,"['Biography', 'Drama']",6.1,1384,"['Belgium', 'France']",['Danièle Thompson'],['Danièle Thompson'],"['Guillaume Canet', 'Guillaume Gallienne', 'Alice Pol']","The parallel paths of the lives, careers and passionate friendship of post-impressionist painter Paul Cezanne and novelist Emile Zola. Both left their hometown to conquer the art scene in Paris.",,"$257,597","$15,744","$4,529,583"
Pass Over,2018,Not Rated,74,https://m.media-amazon.com/images/M/MV5BMTYwMjg3OTQ1M15BMl5BanBnXkFtZTgwMzI3NzU2NDM@._V1_.jpg,https://www.imdb.com/video/vi1946859545/,['Drama'],6.1,1075,['United States'],"['Spike Lee', 'Danya Taymor']",['Antoinette Nwandu'],"['Jon Michael Hill', 'Julian Parker', 'Ryan Hallahan']",Two young men pass the time dreaming of the promised land.,,,,
Valley of Love,2015,Unrated,91,https://m.media-amazon.com/images/M/MV5BODY5Nzk1Njk3Ml5BMl5BanBnXkFtZTgwOTM5MDYxODE@._V1_.jpg,https://www.imdb.com/video/vi699579673/,"['Drama', 'Fantasy']",6.1,2295,"['France', 'Belgium']",['Guillaume Nicloux'],"['Guillaume Nicloux', 'David H. Pickering']","['Isabelle Huppert', 'Gérard Depardieu', 'Dan Warner']","Isabelle and Gérard go to a strange appointment in Death Valley, California. They have not seen each other for years and are here to answer to an invitation from their son Michael, a photographer, which they received after his sui...","€2,900,626 (estimated)","$28,648","$9,849","$1,264,277"
The American Meme,2018,TV-MA,98,https://m.media-amazon.com/images/M/MV5BZjUyODkzNDYtZGU0OS00MjQ1LWFkYjQtNmYxNzBiOTZhNDY1XkEyXkFqcGdeQXVyMTY1NjUwMjA@._V1_.jpg,https://www.imdb.com/video/vi1110620697/,['Documentary'],6.1,14779,['United States'],['Bert Marcus'],['Bert Marcus'],"['Kirill Bichutsky', 'Hailey Bieber', 'Amanda Cerny']","Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires - and face the pitfalls of fame.",,,,
La folle histoire de Max et Léon,2016,,98,https://m.media-amazon.com/images/M/MV5BZjEyODAzNTMtZTdkOS00MzBmLTg1MWItZDk4Mjc1YTVlMDM4XkEyXkFqcGdeQXVyNjYzOTUyODk@._V1_.jpg,https://www.imdb.com/video/vi1927789849/,"['Adventure', 'Comedy', 'War']",6.1,2559,"['France', 'Belgium']",['Jonathan Barré'],"['Jonathan Barré', 'Grégoire Ludig', 'David Marsais']","['David Marsais', 'Grégoire Ludig', 'Alice Vial']","Max and Léon&apos;s adventures, two childhood friends idle and party-goer, who are trying to escape the Second World War.",,$543,,"$8,750,678"
The Time of Their Lives,2017,TV-14,104,https://m.media-amazon.com/images/M/MV5BYTdiYWM3ZDQtOGZlYS00MTRmLWI5ZTgtOWNiY2E3NTI2MDgyL2ltYWdlXkEyXkFqcGdeQXVyNTg1MTA0NQ@@._V1_.jpg,,['Comedy'],6.1,1192,['United Kingdom'],['Roger Goldby'],['Roger Goldby'],"['Joan Collins', 'Pauline Collins', 'Franco Nero']","A former Hollywood star enlists the help of a new friend in order to journey from London to France for her ex-lover&apos;s funeral, with the various mishaps en route making the trip unforgettable.",,,,"$1,125,526"
Soltera Codiciada,2018,TV-MA,104,https://m.media-amazon.com/images/M/MV5BNDMxMjc1YzItOWRiZi00MzAyLWJiMWMtN2M3N2FiZTlmM2U2XkEyXkFqcGdeQXVyNjE4MjY5MDE@._V1_.jpg,,['Comedy'],6.1,2151,['Peru'],"['Bruno Ascenzo', 'Joanna Lombardi']","['María José Osorio', 'Mara Pescio']","['Gisela Ponce de León', 'Karina Jordán', 'Christopher Von Uckermann']","A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website&apos;s success.","$500,000 (estimated)",,,
Yol Arkadasim,2017,,115,https://m.media-amazon.com/images/M/MV5BNGE4OWRlMGEtOTA1Yy00YjMzLWI3NjUtMmU2ZGJkNjdmOTgyXkEyXkFqcGdeQXVyMzUxOTQ2NDU@._V1_.jpg,,['Comedy'],6.1,7379,['Turkey'],['Bedran Güzel'],['Ibrahim Büyükak'],"['Oguzhan Koç', 'Ibrahim Büyükak', 'Emre Kinay']",Seref takes a road trip where he will find the meaning of friendship and meet someone special on the way. A comedy about life.,,,,"$2,459,261"
Kuime,2014,Not Rated,93,https://m.media-amazon.com/images/M/MV5BYTY3OTJlN2EtMzhjMi00ODVhLWIxODUtNmQ3YTk4OWI4Y2UzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.imdb.com/video/vi1964947481/,"['Drama', 'Horror', 'Thriller']",6.1,1565,"['Japan', 'France', 'China']",['Takashi Miike'],"['Sean Whitley', 'Kikumi Yamagishi']","['Kô Shibasaki', 'Hideaki Itô', 'Ebizô Ichikawa']","Fiction begins to bleed into reality for actors (Ebizo Ichikawa, Ko Shibasaki, Hideaki Ito) as they rehearse a stage production of a classic Japanese ghost story.",,,,"$1,164,010"
Bloedlink,2014,Not Rated,90,https://m.media-amazon.com/images/M/MV5BMTc1MzMxNDI1NV5BMl5BanBnXkFtZTgwNDg1Mzc4MzE@._V1_.jpg,,['Thriller'],6.1,1106,['Netherlands'],['Joram Lürsen'],"['J Blakeson', 'Frank Ketelaar']","['Tygo Gernandt', 'Marwan Kenzari', 'Sarah Chronis']","Two ex-cons kidnap a millionaire&apos;s daughter and hold her for ransom, only to see their scheme go awry when she proves herself to be more cunning than expected.","€999,000 (estimated)",,,"$341,998"
"Ron Goossens, Low Budget Stuntman",2017,,83,https://m.media-amazon.com/images/M/MV5BMTU1N2JkNTYtZWI2ZS00Y2U3LTk0OTUtYzg0N2UxNGIwYmY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDA4NTIwOQ@@._V1_.jpg,https://www.imdb.com/video/vi1026606873/,"['Action', 'Comedy']",6.1,2296,['Netherlands'],['Steffen Haars'],"['Steffen Haars', 'Flip Van der Kuil']","['Tim Haars', 'Bo Maerten', 'Michiel Romeyn']","Desperate to save his marriage, a dimwitted, alcoholic stuntman sets out to prove his worth to his estranged wife by meeting her crazed ultimatum: get between the sheets with Holland&apos;s most famous bombshell actress.",,,,"$1,598,966"
Ultra Low,2020,,117,https://m.media-amazon.com/images/M/MV5BM2UxNDk0ZTMtOTVlMi00YTA1LWIzNWItNmUxMWE1YmZlY2FhXkEyXkFqcGdeQXVyMTU2NTcxNDg@._V1_.jpg,https://www.imdb.com/video/vi2580986649/,['Drama'],6.1,2874,['United States'],['Nicholas Gyeney'],['Nicholas Gyeney'],"['Lauren Holly', 'Yuji Okumoto', 'Nicholas Gyeney']","A meta drama described as a cross between Clerks and Entourage, following a real-life filmmaking team in an unfiltered look behind the scenes as they struggle to break down the doors of Hollywood.",,,,
Gogol. Strashnaya mest,2018,,107,https://m.media-amazon.com/images/M/MV5BYzhjMzE3ZTktODNmYy00N2FiLThjYzgtZTdjYjc1YTI0MzljXkEyXkFqcGdeQXVyNjc0MzQ2ODA@._V1_.jpg,,"['Adventure', 'Mystery', 'Thriller']",6.1,1164,['Russia'],['Egor Baranov'],"['Aleksey Chupov', 'Natasha Merkulova']","['Alexander Petrov', 'Oleg Menshikov', 'Evgeniy Stychkin']",The resurrection of Gogol brings hope to people. Then a deadly revenge begins.,,,,"$7,141,571"
Rag-e Khab,2017,,103,https://m.media-amazon.com/images/M/MV5BN2E1NDU0MjYtOWE0ZS00YjQ1LTllODMtOGVhNWFmNjkyNzBkXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_.jpg,,"['Drama', 'Romance']",6.1,2437,['Iran'],['Hamid Nematollah'],['Masoumeh Bayat'],"['Hamidreza Saeedikhah', 'Hosein Abadi', 'Leila Hatami']",After her divorce Mina is in need to financial and emotional supporting. She meets a guy and thinks that this is the man of her dreams. But things are not just as their first seem to be.,,,,
Las leyes de la termodinámica,2018,TV-MA,100,https://m.media-amazon.com/images/M/MV5BM2EzOWVlNzgtYzNkOC00Y2FkLTk5NzQtZTg2NGQ3NDEzY2E4XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,https://www.imdb.com/video/vi2554378265/,['Comedy'],6.1,2897,['Spain'],['Mateo Gil'],['Mateo Gil'],"['Vito Sanz', 'Berta Vázquez', 'Chino Darín']",A neurotic scientist tries to balance his love story with a famous top model with his obsession about the Laws of the Thermodynamics governing their relationship.,"€3,000,000 (estimated)",,,"$405,269"
Figlia mia,2018,Not Rated,97,https://m.media-amazon.com/images/M/MV5BYzBiMzY4ZjUtNzM2Zi00NDYwLWFhMWEtYjNmMDU2ZmU0OTgzXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_.jpg,https://www.imdb.com/video/vi825408025/,['Drama'],6.1,1173,"['Italy', 'Germany', 'Switzerland']",['Laura Bispuri'],"['Francesca Manieri', 'Laura Bispuri', 'A.M. Homes']","['Valeria Golino', 'Alba Rohrwacher', 'Sara Casu']","A daughter torn between two mothers, one who raised her with love and her biological mother, who instinctively claims her back.",,"$10,628","$5,447","$379,010"
Phillauri,2017,,138,https://m.media-amazon.com/images/M/MV5BNjM1NDYyOGItZGYzNi00ZDkwLWFiMDItYTAzYWQ0YjZhMDIyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.imdb.com/video/vi823047705/,"['Comedy', 'Drama', 'Fantasy']",6.1,4060,['India'],"['Anshai Lal', 'Feroz Khan Bollybrothers']",['Anvita Dutt'],"['Anushka Sharma', 'Diljit Dosanjh', 'Suraj Sharma']","A man must marry a tree to ward off threats to his love-life, but the tree turns out to have more spirit than the man bargained for.",,"$467,596","$260,982","$5,805,030"
93 Days,2016,TV-PG,118,https://m.media-amazon.com/images/M/MV5BZTFlMjYxMmYtOGY3Mi00MDIzLTg4MmEtNDNmZWYyOWM3ZTA5XkEyXkFqcGdeQXVyNjQxODAwNzE@._V1_.jpg,,['Drama'],6.1,1684,['Nigeria'],['Steve Gukas'],['Paul S. Rowlston'],"['Paul Adams', 'Seun Ajayi', 'Bimbo Akintola']",What happens when the deadliest infectious disease know to man arrives in a megacity with over 21 million people .,"$1,500,000 (estimated)",,,
Kocan Kadar Konus,2015,,108,https://m.media-amazon.com/images/M/MV5BMTY2NDk0MDc3Nl5BMl5BanBnXkFtZTgwMjIyMTQ3NDE@._V1_.jpg,,"['Comedy', 'Drama', 'Fantasy']",6.1,5383,['Turkey'],['Kivanç Baruönü'],"['Kivanç Baruönü', 'Sebnem Burcuoglu']","['Ezgi Mola', 'Murat Yildirim', 'Nevra Serezli']",A traditional Turkish woman tries to find love and is forced by her family members to get married.,,,,"$8,674,655"
Master Piece,2015,Not Rated,158,https://m.media-amazon.com/images/M/MV5BYWNmZDQ0YTktMDFhYy00ZjBmLWIyNjUtNmVhMWU1ODM5Nzg4XkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_.jpg,https://www.imdb.com/video/vi2836053785/,"['Action', 'Comedy', 'Drama']",6.1,1028,['India'],['Manju Mandavya'],['Manju Mandavya'],"['Yash', 'Shanvi Srivastava', 'Suhasini']","Yuva is a young rebel, who aims to be the boss of everyone. Street-smart and intelligent, he does not want to be the Good Samaritan like Bhagat Singh that his mother wants him to be. His dreams and aspirations make him take some &apos;...","₹20,000,000 (estimated)",,,
Video Games: The Movie,2014,Not Rated,101,https://m.media-amazon.com/images/M/MV5BMjI2NzQ0MTI1Ml5BMl5BanBnXkFtZTgwNzMyMDE2MDE@._V1_.jpg,https://www.imdb.com/video/vi200322073/,"['Documentary', 'History']",6.1,5583,['United States'],['Jeremy Snead'],['Jeremy Snead'],"['Sean Astin', 'Al Alcorn', 'Peter Armstrong']","Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.",,"$23,043","$12,759","$23,043"
Karbala,2015,,115,https://m.media-amazon.com/images/M/MV5BYWJkOGJjNjQtMWMzZC00OTI1LTk0NDUtNzY2ZWEyZDFjMDdiXkEyXkFqcGdeQXVyNjMxNzY4Nzk@._V1_.jpg,,"['Drama', 'War']",6.1,1502,"['Poland', 'Bulgaria']",['Krzysztof Lukaszewicz'],['Krzysztof Lukaszewicz'],"['Bartlomiej Topa', 'Antoni Królikowski', 'Hristo Shopov']","Year 2004, operation Iraqi freedom. Iraqi rebels loyal to Shiite leader Muqtada Al-Sadr, launched an insurgency. Karbala City Hall is cut off, leaving inside 40 Poles and 40 Bulgarian soldiers with supplies of food and ammo to 24h...",,,,"$1,839,975"
